;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
3167;Femenino;industria;fabrica_de_;la milagrosa;2;9.0;15/02/2016;2500000;microempresarial
3168;masculino;comercio;tienda;la-milagrosa;2;9.0;7/05/2019;8200000;microempresarial
3169;femenino;comercio;fabrica de helados;la cruz;1;3.0;30/05/2019;4000000;microempresarial
3170;femenino;industria;cafeteria;santa monica;3;12.0;23/02/2018;7800000;microempresarial
3171;femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;16/11/2016;6800000;microempresarial
3172;femenino;industria;fabrica de calzado;barrio_caicedo;2;9.0;26/04/2016;4000000;microempresarial
3173;Masculino;servicio;mantenimiento en ;PEDREGAL;3;6.0;8/08/2018;6000000;microempresarial
3174;masculino;comercio;almacen de ropa en ;robledo;2;7.0;12/09/2017;4000000;juridica y cap.semilla
3175;femenino;comercio;tienda naturista;villa hermosa;3;8.0;17/01/2017;7370000;microempresarial
3176;masculino;comercio;variedades;castilla;3;5.0;2/10/2017;$ 3,000,000.00;microempresarial
3177;femenino;comercio;fabrica de ;campo valdes no. 1;3;4.0;3/05/2019;7800000;microempresarial
3178;masculino;servicio;comidas_rapidas;san javier no.1;1;13.0;23/08/2017;7377000;microempresarial
3179;femenino;comercio;almacen de ropa en ;Belencito;2;13.0;11/10/2018;6000000;microempresarial
3180;femenino;industria;fabrica de ;loreto;1;9.0;4/05/2017;5000000;microempresarial
3181;masculino;industria;fabrica de ;castilla;3;5.0;19/12/2017;3000000;microempresarial
3182;femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;21/09/2017;4500000;microempresarial
3183;femenino;comercio;fabrica de calzado;20 de julio;1;13.0;9/03/2017;6000000;microempresarial
3184;femenino;comercio;fabrica_de_;castilla;3;5.0;26/09/2017;7000000;microempresarial
3185;femenino;comercio;miscelanea;san javier no.1;1;13.0;10/07/2018;$ 7,000,000.00;microempresarial
3186;masculino;comercio;joyeria;robledo;2;7.0;8/05/2018;7800000;microempresarial
3187;masculino;agropecuaria;variedades;juan xxiii la quiebra;1;13.0;24/10/2018;1000000;microempresarial
3188;femenino;servicio;tienda;enciso;2;8.0;1/06/2018;4000000;microempresarial
3189;femenino;servicio;panaderia;buenos aires;3;9.0;27/04/2017;7377000;microempresarial
3190;masculino;agropecuaria;sembrados;santa elena central;2;90.0;26/06/2019;7500000;agropecuaria
3191;femenino;servicio;carniceria;13 de noviembre;1;8.0;6/10/2017;7370000;Microempresarial
3192;masculino;comercio;almacen de ropa en ;centro admtivo;3;10.0;25/11/2016;1000000;microempresarial
3193;masculino;comercio;variedades;granizal;2;1.0;21/02/2018;1000000;microempresarial
3194;masculino;comercio;distribuidora de ;20 de julio;2;13.0;16/08/2018;6000000;microempresarial
3195;femenino;comercio;papeleria;san javier no.1;3;13.0;24/05/2018;7000000;Microempresarial
3196;masculino;comercio;granero;manrique central no. 1;1;4.0;13/02/2018;7000000;microempresarial
3197;femenino;comercio;variedades;campo valdes no. 1;3;4.0;2017/11/29;7300000;microempresarial
3198;masculino;industria;fabrica de ;guayabal;3;15.0;18/04/2017;5000000;microempresarial
3199;femenino;industria;fabrica de ;enciso;1;8.0;30/06/2017;6000000;microempresarial
3200;femenino;comercio;RESTAURANTE;la colina;2;15.0;2017/08/24;7000000;microempresarial
3201;femenino;servicio;barberia;manrique central no. 1;3;4.0;9/11/2017;7300000;microempresarial
3202;Masculino;industria;fabrica de ;calasanz;1;12.0;22/05/2018;1500000;microempresarial
3203;femenino;comercio;almacen de ropa en ;moravia;2;4.0;26/02/2018;4000000;microempresarial
3204;masculino;COMERCIO;fabrica de ;aranjuez;3;4.0;7/02/2018;7000000;microempresarial
3205;masculino;comercio;billares;santander;3;6.0;26/04/2016;6890000;microempresarial
3206;femenino;comercio;comidas rapidas;manrique central no. 1;2;4.0;6/06/2018;3000000;microempresarial
3207;masculino;industria;VARIEDADES;san diego;2;10.0;29/08/2017;7370000;microempresarial
3208;masculino;comercio;comidas rapidas;robledo;3;7.0;27/04/2017;7000000;microempresarial
3209;masculino;comercio;distribuidora de ;santo domingo savio ;02;1.0;19/07/2017;7000000;microempresarial
3210;femenino;comercio;comidas rapidas;los mangos;2;8.0;17/01/2018;2500000;microempresarial
3211;masculino;servicio;recreativo-educativo;belencito;02;13.0;19/02/2018;7800000;microempresarial
3212;masculino;comercio;almacen de ropa en ;manrique central no. 1;3;4.0;18/01/2019;8200000;microempresarial
3213;femenino;comercio;comidas-rapidas;picachito;1;6.0;2/03/2017;2000000;microempresarial
3214;masculino;servicio;fumigacion;alfonso lopez;3;5.0;14/03/2018;3000000;microempresarial
3215;masculino;comercio;variedades;enciso;1;8.0;4/04/2018;7000000;microempresarial
3216;femenino;comercio;tienda;granizal;1;1.0;26/10/2017;7377000;microempresarial
3217;femenino;comercio;tienda;la milagrosa;2;9.0;7/03/2018;2500000;microempresarial
3218;femenino;comercio;tienda;santa cruz;2;2.0;28/09/2017;7300000;microempresarial
3219;femenino;comercio;cerrajeria;moravia;2;4.0;10/07/2018;7800000;MICROEMPRESARIAL
3220;femenino;industria;fabrica de ;robledo;2;7.0;19/04/2018;4000000;microempresarial
3221;femenino;industria;fabrica_de_;cabecera san antonio ;3;80.0;27/09/2017;7000000;microempresarial
3222;femenino;industria;fabrica de ;francisco antonio zea;2;2.0;4/09/2017;6000000;MICROEMPRESARIAL
3223;femenino;comercio;miscelanea;olaya herrera;1;7.0;3/10/2018;7000000;microempresarial
3224;femenino;industria;fabrica de ;cabecera san antonio ;2;80.0;13/06/2016;6000000;microempresarial
3225;masculino;comercio;restaurante;manrique central no. 2;3;3.0;21/06/2018;6000000;microempresarial
3226;masculino;comercio;tienda;boyaca;1;5.0;20/01/2017;7300000;microempresarial
3227;femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;31/05/2018;7812000;microempresarial
3228;femenino;comercio;fabrica de ;andalucia;2;2.0;29/04/2019;8281160;microempresarial
3229;femenino;servicio;peluqueria;la milagrosa;2;9.0;4/04/2018;3500000;microempresarial
3230;masculino;industria;montallantas;la milagrosa;3;9.0;2017/10/5;6800000;microempresarial
3231;masculino;comercio;almacen de ropa en ;pedregal;03;6.0;29/11/2016;3000000;microempresarial
3232;femenino;comercio;fabrica de productos ;loreto;3;9.0;7/03/2018;7800000;microempresarial
3233;masculino;servicio;recreativo-educativo;san javier no.1;1;13.0;7/12/2016;62000000;microempresarial
3234;femenino;servicio;peluqueria;loreto;2;9.0;16/11/2017;7377000;Microempresarial
3235;femenino;servicio;mantenimiento en ;CENTRO ADMTIVO;3;10.0;21/05/2018;6000000;microempresarial
3236;femenino;SERVICIO;mantenimiento en ;jesus nazareno;1;10.0;30/01/2017;4890000;microempresarial
3237;masculino;industria;fabrica de ;aranjuez;3;4.0;10/02/2017;6500000;microempresarial
3238;masculino;servicio;lavanderia;cabecera san cristobal;2;60.0;20/06/2018;7500000;microempresarial
3239;femenino;servicio;fabrica de helados;doce de octubre no.1;2;6.0;20/02/2018;3500000;microempresarial
3240;femenino;comercio;comidas rapidas;buenos aires;2;9.0;9/04/2018;2000000;microempresarial
3241;masculino;comercio;fabrica de calzado;campo valdes no. 1;3;4.0;23/05/2017;5000000;microempresarial
3242;femenino;servicio;peluqueria;CARPINELO;1;1.0;20/03/2018;3000000;microempresarial
3243;masculino;comercio;tienda;san javier no.1;2;13.0;11/07/2017;4000000;microempresarial
3244;masculino;industria;sembrados;vrda. santa elena ;2;90.0;16/02/2016;5000000;agropecuaria
3245;FEMENINO;comercio;comidas rapidas;barrio caicedo;2;9.0;12/07/2017;7370000;microempresarial
3246;masculino;servicio;recreativo-educativo;tricentenario;3;5.0;6/04/2018;7800000;microempresarial
3247;femenino;comercio;papeleria;santa cruz;2;2.0;27/09/2017;$ 7,300,000.00;microempresarial
3248;femenino;comercio;variedades;13 de noviembre;1;8.0;11/07/2017;7370000;microempresarial
3249;masculino;comercio;variedades;belen;3;16.0;21/07/2017;73000000;microempresarial
3250;masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;2017/07/26;$ 14,000,000.00;agropecuaria
3251;masculino;agropecuaria;viveros ;cabecera san cristobal;2;60.0;3/03/2017;2000000;Microempresarial
3252;masculino;comercio;bares;santo domingo savio ;1;1.0;16/12/2016;3000000;microempresarial
3253;femenino;comercio;papeleria;manrique central no. 1;2;4.0;7/09/2017;5000000;microempresarial
3254;femenino;servicio;cafe e internet;moravia;2;4.0;14/09/2016;6890000;microempresarial
3255;femenino;COMERCIO;variedades;belen;2;16.0;30/10/2017;7377000;microempresarial
3256;femenino;;criadero de animales ;manrique central no. 2;1;3.0;19/07/2018;7812000;microempresarial
3257;femenino;servicio;peluqueria;campo valdes no. 1;3;4.0;5/08/2016;6890000;microempresarial
3258;MASCULINO;industria;fabrica_de_;santo domingo savio ;2;1.0;16/11/2017;4000000;microempresarial
3259;masculino;COMERCIO;comidas rapidas;;2;16.0;23/05/2019;$ 8,000,000.00;microempresarial
3260;femenino;industria;fabrica de ;pablo vi;02;2.0;28/12/2016;6890000;microempresarial
3261;femenino;comercio;comidas rapidas;la avanzada;1;1.0;13/02/2019;$ 8,280,000.00;microempresarial
3262;femenino;industria;fabrica de ;san javier no.1;1;13.0;6/07/2018;5000000;microempresarial
3263;femenino;industria;fabrica de ;santo domingo savio ;2;1.0;8/03/2016;4000000;microempresarial
3264;masculino;agropecuaria;fumigacion;cabecera san cristobal;2;60.0;4/06/2019;2000000;microempresarial
3265;femenino;comercio;almacen de ropa en ;los alcazares;3;13.0;19/10/2016;6800000;microempresarial
3266;femenino;comercio;fabrica de alimentos;barrio caicedo;2;9.0;17/07/2018;7800000;microempresarial
3267;femenino;comercio;variedades;Manrique Central No. 2;2;3.0;24/02/2016;6000000;microempresarial
3268;femenino;comercio;almacen de ropa en ;llanaditas;2;8.0;31/01/2018;6000000;microempresarial
3269;masculino;servicio;barberia;boyaca;3;5.0;23/06/2017;7370000;microempresarial
3270;masculino;servicio;variedades;villatina;1;8.0;9/11/2016;4000000;Microempresarial
3271;masculino;comercio;comidas rapidas;buenos aires;3;9.0;22/06/2018;7800000;microempresarial
3272;femenino;;miscelanea;la francia;2;2.0;25/04/2018;7800000;microempresarial
3273;masculino;servicio;mantenimiento en ;el vergel;2;80.0;13/02/2018;7800000;microempresarial
3274;femenino;comercio;taller de electronica;barrio caicedo;1;9.0;14/11/2018;3000000;microempresarial
3275;femenino;comercio;tienda;boyaca;3;5.0;23/05/2018;7800000;microempresarial
3276;femenino;industria;fabrica de ;manrique central no. 2;3;3.0;23/02/2017;4000000;microempresarial
3277;masculino;comercio;tienda;cabecera san antonio ;3;80.0;24/07/2017;4000000;microempresarial
3278;masculino;industria;fabrica de ;san javier no.1;1;13.0;29/09/2017;5200000;microempresarial
3279;masculino;comercio;miscelanea;campo valdes no. 1;3;4.0;2018/11/9;5000000;microempresarial
3280;femenino;servicio;barberia;popular;2;1.0;21/06/2019;3000000;microempresarial
3281;femenino;comercio;peluqueria;calasanz;2;12.0;30/10/2018;7600000;microempresarial
3282;femenino;comercio;almacen de ropa en ;francisco antonio zea;3;5.0;21/08/2018;2800000;microempresarial
3283;femenino;comercio;variedades;manrique central no. 1;2;4.0;3/12/2018;7800000;microempresarial
3284;femenino;comercio;peluqueria;pablo vi;2;2.0;25/01/2018;6000000;MICROEMPRESARIAL
3285;femenino;servicio;peluqueria;cordoba;3;7.0;26/01/2017;6800000;microempresarial
3286;femenino;servicio;comidas rapidas;santa cruz;2;2.0;22/11/2016;6890000;microempresarial
3287;FEMENINO;servicio;panaderia;aranjuez;1;4.0;17/02/2017;7377000;microempresarial
3288;femenino;comercio;variedades;santa cruz;2;2.0;23/05/2017;7300000;microempresarial
3289;femenino;comercio;variedades;popular;2;1.0;31/07/2018;7800000;microempresarial
3290;femenino;comercio;fabrica de muebles;campo valdes no. 1;3;4.0;28/01/2019;8000000;microempresarial
3291;femenino;comercio;tienda;robledo;2;7.0;4/05/2017;7300000;microempresarial
3292;femenino;industria;fabrica de ;santander;2;6.0;22/05/2018;5000000;microempresarial
3293;femenino;servicio;comidas rapidas;enciso;2;8.0;2016/03/2;1500000;microempresarial
3294;masculino;servicio;variedades;popular;2;1.0;31/01/2018;2000000;microempresarial
3295;masculino;servicio;MANTENIMIENTO EN ;enciso;1;8.0;22/01/2018;3000000;microempresarial
3296;femenino;servicio;peluqueria;la milagrosa;2;9.0;21/04/2017;4000000;microempresarial
3297;femenino;servicio;peluqueria;toscana;3;5.0;26/01/2018;$ 7,800,000.00;microempresarial
3298;femenino;agropecuaria;floristeria;CABECERA SAN CRISTOBAL;2;60.0;2018/11/21;6000000;agropecuaria
3299;masculino;comercio;variedades;buenos aires;3;9.0;3/07/2018;4600000;microempresarial
3300;femenino;industria;fabrica de calzado;el salvador;3;9.0;15/03/2019;3000000;microempresarial
3301;femenino;comercio;variedades;la milagrosa;03;9.0;1/08/2018;7000000;microempresarial
3302;masculino;agropecuaria;ferreteria;belencito;1;13.0;22/08/2016;5000000;microempresarial
3303;masculino;comercio;almacen de ropa en ;centro admtivo;2;10.0;18/05/2018;800000;microempresarial
3304;femenino;comercio;distribuidora de ;santa cruz;2;2.0;8/08/2017;5000000;microempresarial
3305;masculino;Industria;fabrica de ;robledo;2;7.0;25/10/2018;7000000;microempresarial
3306;masculino;industria;reciclaje;las palmas;3;10.0;31/05/2018;6000000;microempresarial
3307;femenino;comercio;variedades;blanquizal;1;13.0;3/06/2016;5000000;microempresarial
3308;masculino;comercio;recreativo-educativo;robledo;2;7.0;14/03/2016;6890000;microempresarial
3309;femenino;comercio;tienda;guayabal;3;15.0;22/05/2018;7800000;microempresarial
3310;femenino;comercio;variedades;santo domingo savio ;02;1.0;2017/03/17;7370000;microempresarial
3311;femenino;servicio;comidas rapidas;20 de julio;1;13.0;20/10/2016;6800000;microempresarial
3312;femenino;comercio;cafe e internet;manrique central no. 2;2;3.0;26/02/2018;2000000;microempresarial
3313;masculino;servicio;tienda;la milagrosa;2;9.0;12/08/2016;28267614;empresarial ed. 
3314;masculino;servicio;comidas rapidas;san javier no.1;1;13.0;5/07/2017;5000000;MICROEMPRESARIAL
3315;Masculino;servicio;Montallantas;belen;2;16.0;25/07/2016;6800000;microempresarial
3316;femenino;comercio;variedades;manrique central no. 1;2;4.0;20/06/2017;7377000;microempresarial
3317;femenino;comercio;recreativo-educativo;campo valdes no. 1;3;4.0;12/04/2016;6890000;microempresarial
3318;femenino;comercio;tienda;robledo;2;7.0;2018/12/28;7000000;MICROEMPRESARIAL
3319;femenino;industria;fabrica de ;san-javier-no.1;2;13.0;10/04/2018;3000000;microempresarial
3320;femenino;industria;fabrica de ;el diamante;2;7.0;16/09/2016;6890000;microempresarial
3321;femenino;comercio;cafeteria;calasanz;3;12.0;2/11/2017;7300000;microempresarial
3322;masculino;servicio;mantenimiento en ;cabecera san antonio ;2;80.0;27/06/2019;5880000;microempresarial
3323;masculino;comercio;distribuidora de ;la colina;2;15.0;13/06/2019;8200000;microempresarial
3324;femenino;comercio;charcuteria;manrique oriental;3;3.0;4/07/2018;7000000;microempresarial
3325;masculino;comercio;almacen de ropa en ;aranjuez;3;4.0;23/01/2019;8200000;microempresarial
3326;masculino;agropecuaria;criadero de animales ;Carpinelo;1;1.0;15/11/2018;$ 7,800,000.00;microempresarial
3327;femenino;comercio;variedades;manrique central no. 2;1;3.0;19/01/2018;4000000;microempresarial
3328;femenino;comercio;carniceria;santo domingo savio ;1;1.0;27/05/2016;6890000;microempresarial
3329;femenino;comercio;comidas rapidas;aranjuez;3;4.0;5/05/2017;3000000;microempresarial
3330;masculino;servicio;comidas rapidas;girardot;3;5.0;8/03/2018;1000000;microempresarial
3331;femenino;servicio;variedades;boston;2;10.0;20/03/2018;7800000;microempresarial
3332;Femenino;comercio;cafeteria;manrique central no. 1;2;4.0;27/06/2017;4000000;microempresarial
3333;femenino;industria;variedades;san javier no.1;3;13.0;23/07/2018;5000000;microempresarial
3334;Femenino;comercio;fabrica de ;robledo;2;7.0;28/03/2019;8000000;microempresarial
3335;masculino;agropecuaria;granero;villatina;1;8.0;14/09/2017;3500000;microempresarial
3336;masculino;servicio;tienda naturista;kennedy;2;6.0;23/01/2017;7300000;microempresarial
3337;FEMENINO;comercio;fabrica_de_alimentos;robledo;2;7.0;3/10/2016;6800000;microempresarial
3338;masculino;comercio;variedades;enciso;2;8.0;8/08/2018;6000000;microempresarial
3339;femenino;comercio;ALMACEN DE ROPA EN ;cabecera san cristobal;2;60.0;16/03/2018;2000000;microempresarial
3340;masculino;comercio;tienda;castilla;3;5.0;2016/10/10;6000000;microempresarial
3341;femenino;comercio;TALLER DE ELECTRONICA;buenos aires;3;9.0;20/03/2018;7800000;microempresarial
3342;masculino;comercio;venta de calzado;santa cruz;2;2.0;28/07/2017;7370000;microempresarial
3343;masculino;COMERCIO;papeleria;robledo;2;7.0;25/07/2017;7000000;microempresarial
3344;femenino;comercio;tienda;la libertad;2;8.0;20/12/2017;5000000;microempresarial
3345;femenino;comercio;variedades;san javier no.1;1;13.0;26/10/2018;7800000;microempresarial
3346;femenino;industria;Fabrica De ;manrique oriental;2;3.0;6/03/2018;7812000;microempresarial
3347;masculino;comercio;tienda;toscana;2;5.0;25/07/2017;7300000;microempresarial
3348;masculino;comercio;barberia;ROBLEDO;2;7.0;1/06/2017;3000000;microempresarial
3349;MASCULINO;industria;panaderia;santa elena central;2;90.0;3/04/2017;7000000;microempresarial
3350;femenino;industria;fabrica de ;san_javier_no.1;2;13.0;20/09/2018;7800000;microempresarial
3351;masculino;servicio;BARBERIA;robledo;3;7.0;3/10/2018;5000000;microempresarial
3352;femenino;industria;fabrica de ;andalucia;2;2.0;14/03/2018;5000000;microempresarial
3353;masculino;servicio;restaurante;santa lucia;3;12.0;15/01/2019;4000000;microempresarial
3354;femenino;comercio;ferreteria;el salvador;3;9.0;2/03/2018;7500000;microempresarial
3355;masculino;comercio;tienda;manrique central no. 2;1;3.0;24/05/2018;7800000;microempresarial
3356;masculino;comercio;variedades;belen;2;8.0;11/10/2018;6000000;microempresarial
3357;femenino;servicio;peluqueria;picacho;1;6.0;6/12/2018;7800000;Microempresarial
3358;femenino;comercio;comidas rapidas;manrique central no. 2;3;3.0;1/03/2018;4000000;microempresarial
3359;femenino;Servicio;bares;la esperanza;1;6.0;31/01/2018;7300000;microempresarial
3360;masculino;comercio;distribuidora de ;manrique oriental;2;3.0;21/09/2018;7800000;microempresarial
3361;femenino;comercio;tienda;villatina;1;8.0;2/06/2017;7000000;microempresarial
3362;masculino;comercio;venta de calzado;las palmas;1;10.0;17/11/2016;$ 1,500,000.00;microempresarial
3363;femenino;comercio;variedades;SANTO DOMINGO SAVIO ;1;1.0;12/06/2017;4000000;microempresarial
3364;FEMENINO;comercio;tienda de helados;doce de octubre no.1;2;6.0;14/08/2017;2000000;microempresarial
3365;femenino;comercio;comidas rapidas;playon de los ;1;2.0;2018/06/7;6000000;microempresarial
3366;femenino;servicio;productos de belleza;robledo;3;7.0;12/07/2017;7323000;microempresarial
3367;femenino;comercio;panaderia;la milagrosa;3;9.0;19/07/2018;7800000;microempresarial
3368;femenino;servicio;servicios ;santander;2;6.0;22/06/2017;30000000;empresarial ed. 
3369;femenino;servicio;Taller De Mecanica;campo valdes no. 1;2;4.0;12/10/2016;6000000;microempresarial
3370;masculino;Comercio;comidas rapidas;san javier no.1;2;13.0;30/10/2018;5000000;microempresarial
3371;masculino;industria;carpinteria;manrique central no. 1;2;4.0;16/05/2017;7000000;microempresarial
3372;masculino;comercio;fabrica_de_helados;santa elena central;2;90.0;15/03/2018;250000;microempresarial
3373;femenino;comercio;carniceria;buenos aires;1;9.0;23/05/2018;5000000;microempresarial
3374;femenino;comercio;variedades;belen;3;16.0;2017/03/30;3500000;microempresarial
3375;masculino;comercio;variedades;manrique oriental;3;3.0;3/03/2017;7377000;microempresarial
3376;masculino;servicio;barberia;robledo;2;7.0;4/03/2016;2000000;microempresarial
3377;masculino;industria;fabrica de ;manrique central no. 1;1;4.0;8/11/2017;6000000;microempresarial
3378;femenino;comercio;tienda;aranjuez;2;4.0;7/02/2017;6900000;microempresarial
3379;femenino;servicio;variedades;guayabal;3;15.0;3/11/2017;7000000;microempresarial
3380;femenino;industria;fabrica de ;la avanzada;1;1.0;7/06/2018;7800000;microempresarial
3381;masculino;servicio;publicidad y ;castilla;3;5.0;2017/12/19;6000000;Microempresarial
3382;femenino;comercio;tienda;buenos aires;2;9.0;8/02/2018;7000000;microempresarial
3383;masculino;industria;panaderia;guayabal;2;15.0;30/06/2017;7300000;microempresarial
3384;femenino;;productos de belleza;robledo;2;7.0;22/03/2018;78000000;Microempresarial
3385;masculino;comercio;comidas rapidas;campo valdes no. 1;3;4.0;25/07/2017;7000000;microempresarial
3386;masculino;comercio;reciclaje;SANTO DOMINGO SAVIO ;1;1.0;28/11/2018;7800000;microempresarial
3387;masculino;industria;fabrica de ;belen;2;16.0;14/03/2018;6400000;microempresarial
3388;masculino;servicio;montallantas;calasanz;2;12.0;12/03/2018;7800000;soli-diaria
3389;femenino;servicio;tienda;robledo;1;7.0;22/08/2017;2000000;microempresarial
3390;femenino;comercio;Charcuteria;juan xxiii la quiebra;2;13.0;12/06/2018;7800000;microempresarial
3391;femenino;comercio;lenceria para el ;robledo;3;7.0;13/04/2018;1500000;microempresarial
3392;femenino;industria;fabrica de ;buenos aires;3;7.0;19/09/2017;5500000;microempresarial
3393;masculino;comercio;papeleria;Aranjuez;3;4.0;10/02/2016;4980000;microempresarial
3394;masculino;comercio;ferreteria;enciso;2;8.0;11/10/2017;7377000;microempresarial
3395;femenino;industria;fabrica de ;manrique central no. 1;1;4.0;5/07/2018;7000000;microempresarial
3396;masculino;industria;Marqueteria;blanquizal;2;13.0;28/03/2019;8200000;microempresarial
3397;femenino;industria;venta de ;cabecera san cristobal;2;60.0;10/05/2017;5000000;microempresarial
3398;femenino;servicio;productos de belleza;san javier no.1;2;13.0;9/05/2018;7800000;microempresarial
3399;femenino;servicio;restaurante;aranjuez;3;4.0;18/04/2017;4000000;microempresarial
3400;femenino;comercio;papeleria;castilla;3;5.0;13/03/2017;7300000;microempresarial
3401;FEMENINO;comercio;tienda;moravia;2;4.0;30/08/2017;7000000;microempresarial
3402;masculino;servicio;variedades;la milagrosa;2;9.0;2018/05/18;7800000;Microempresarial
3403;femenino;servicio;restaurante;las violetas;2;16.0;2019/05/14;7000000;microempresarial
3404;masculino;comercio;tienda;enciso;2;8.0;6/10/2017;4000000;microempresarial
3405;masculino;comercio;restaurante;robledo;2;7.0;2018/02/13;7800000;microempresarial
3406;Femenino;servicio;comidas rapidas;san pedro;2;4.0;3/08/2018;5000000;microempresarial
3407;masculino;comercio;variedades;manrique central no. 1;2;4.0;25/04/2018;7800000;microempresarial
3408;Masculino;comercio;variedades;aranjuez;2;4.0;30/10/2018;1000000;microempresarial
3409;masculino;comercio;comidas rapidas;cristo rey;3;15.0;1/08/2017;$ 6,000,000.00;microempresarial
3410;femenino;comercio;comidas rapidas;san diego;2;10.0;31/05/2017;7000000;microempresarial
3411;femenino;comercio;variedades;doce de octubre no.1;2;6.0;28/02/2018;5000000;microempresarial
3412;femenino;servicio;fabrica de ;cabecera san antonio ;2;80.0;9/09/2016;3000000;microempresarial
3413;femenino;industria;joyeria;altavista;2;70.0;20/02/2019;3750000;microempresarial
3414;femenino;comercio;peluqueria;san pablo;1;1.0;13/07/2018;7800000;microempresarial
3415;FEMENINO;servicio;peluqueria;Barrio Caicedo;1;9.0;22/01/2018;3000000;microempresarial
3416;femenino;industria;fabrica de ;santo domingo savio ;2;1.0;28/12/2017;4000000;microempresarial
3417;femenino;comercio;variedades;campo valdes no. 1;3;4.0;26/10/2016;4000000;microempresarial
3418;masculino;comercio;Fabrica De Ceramica;guayabal;3;15.0;24/04/2017;7377170;microempresarial
3419;femenino;industria;fabrica de ;carpinelo;01;1.0;2018/04/4;3000000;microempresarial
3420;femenino;;comidas rapidas;buenos aires;1;9.0;7/07/2017;7000000;microempresarial
3421;masculino;comercio;distribuidora de ;santa elena central;2;90.0;17/06/2016;6890000;microempresarial
3422;femenino;servicio;peluqueria;castilla;02;5.0;18/03/2016;6000000;Microempresarial
3423;masculino;servicio;barberia;enciso;2;8.0;13/10/2017;6000000;microempresarial
3424;femenino;industria;comidas rapidas;cabecera san cristobal;2;60.0;14/07/2016;4000000;microempresarial
3425;femenino;comercio;tienda;belalcazar;2;5.0;6/02/2019;7000000;microempresarial
3426;femenino;servicio;deposito de ;barrio caicedo;2;9.0;21/06/2017;7000000;microempresarial
3427;Femenino;Comercio;tienda;la cruz;1;3.0;6/07/2018;$ 2,000,000.00;microempresarial
3428;masculino;industria;ebanistaria;sin barrio;2;60.0;8/10/2018;7800000;microempresarial
3429;masculino;industria;fabrica de ;buenos aires;3;9.0;28/06/2018;7800000;solidaria
3430;femenino;comercio;tienda;doce de octubre no.1;2;6.0;1/02/2018;5000000;MICROEMPRESARIAL
3431;femenino;comercio;distribuidora de ;pedregal;02;6.0;7/03/2017;7377000;microempresarial
3432;femenino;industria;fabrica de calzado;granizal;2;1.0;5/06/2018;7800000;microempresarial
3433;femenino;servicio;venta de lacteos;popular;2;1.0;3/10/2017;3000000;microempresarial
3434;femenino;servicio;peluqueria;POPULAR;2;1.0;3/05/2018;5600000;microempresarial
3435;femenino;servicio;organización y ;belen;3;16.0;6/07/2016;6890000;microempresarial
3436;femenino;industria;fabrica de ;robledo;1;7.0;7/12/2016;6890000;microempresarial
3437;FEMENINO;servicio;fabrica de ;enciso;2;8.0;2016/11/16;6000000;microempresarial
3438;masculino;comercio;tienda;pablo vi;2;2.0;17/05/2019;5000000;microempresarial
3439;FEMENINO;comercio;tienda;alfonso lopez;3;5.0;10/11/2016;6890000;microempresarial
3440;femenino;servicio;peluqueria;belen;1;16.0;24/10/2016;6890000;microempresarial
3441;femenino;industria;fabrica de ;manrique oriental;2;3.0;31/05/2017;$ 6,500,000.00;microempresarial
3442;masculino;comercio;variedades;robledo;2;7.0;27/07/2018;7800000;microempresarial
3443;masculino;comercio;granero;Popular;2;1.0;30/04/2018;7800000;microempresarial
3444;femenino;servicio;cafe e internet;robledo;2;7.0;13/12/2017;7300000;microempresarial
3445;femenino;comercio;peluqueria;Playon De Los ;2;2.0;2/02/2018;7800000;microempresarial
3446;masculino;comercio;comidas rapidas;manrique oriental;2;3.0;4/12/2018;7812000;microempresarial
3447;femenino;servicio;comidas rapidas;castilla;3;5.0;20/03/2018;7800000;microempresarial
3448;masculino;servicio;organización y ;santa maria de los ;3;14.0;9/06/2017;20000000;empresarial ed. 
3449;masculino;comercio;fabrica de ;enciso;1;8.0;10/01/2018;7300000;microempresarial
3450;femenino;servicio;PELUQUERIA;cataluna;3;9.0;17/08/2017;1500000;microempresarial
3451;femenino;industria;FABRICA DE ;las palmas;2;10.0;12/07/2018;7800000;microempresarial
3452;femenino;industria;fabrica de ;robledo;2;7.0;1/03/2016;4500000;microempresarial
3453;femenino;servicio;peluqueria;pablo vi;2;2.0;26/09/2016;6000000;microempresarial
3454;femenino;comercio;almacen de ropa en ;doce de octubre no.1;1;6.0;2018/02/13;7000000;MICROEMPRESARIAL
3455;femenino;comercio;variedades;el pesebre;1;13.0;3/11/2016;6890000;microempresarial
3456;femenino;comercio;ferreteria;manrique central no. 1;1;4.0;9/04/2018;7800000;microempresarial
3457;femenino;comercio;almacen de ropa en ;doce de octubre no.1;2;6.0;5/08/2016;6890000;microempresarial
3458;femenino;comercio;variedades;robledo;1;7.0;8/11/2018;3500000;microempresarial
3459;femenino;comercio;TIENDA;manrique central no. 1;1;4.0;26/07/2017;6000000;microempresarial
